serial|name|visibility|birthday|gender|location|status|joined|job|language|blogTraffic|posts|myComments|userComments|photos|friends|following|followers|points|lastOnline
12228|dreamsterjunk|Public|1993-01-18|Female|?|?|2006-06-24|?|?|790|1|2|1|0|1|0|0|15|2233 days ago
12229|aravindh|Public|1985-05-21|Male|india|Not Interested|2007-03-19|Information Technolo|?|347|3|0|0|0|1|0|0|45|1743 days ago
12230|lacretiamitchell|Public|?|Female|?|?|2011-08-16|Instructional Designer I/Adjunct|English|2864|17|16|1|1|19|0|3|414|663 days ago
12231|JeanRAWR|Public|?|Female|?|?|2010-04-03|?|English|126|1|3|7|4|3|0|0|122|1120 days ago
12232|whatthebeep|Public|1995-01-01|Not Specified|?|?|2010-03-13|?|?|50|1|0|1|0|3|0|0|115|1147 days ago
12233|Sierra12321|Public|?|Female|Yakima|Prefer Not To Say|2010-03-29|?|English|26|0|0|0|6|1|0|0|101|1133 days ago
12234|caronmarierose|Public|1993-03-11|Female|Wyoming|Other|2010-10-02|?|English|27|1|0|1|1|1|0|0|117|983 days ago
12235|violetsthoughts|Public|?|Female|?|?|2012-01-17|?|english|142|2|0|0|1|1|0|0|134|545 days ago
12236|PhilNajera|Public|1961-03-14|Male|?|?|2010-04-25|?|English / Spanish|23|0|0|0|1|1|0|0|100|1112 days ago
12237|angelmonroe|Public|?|Not Specified|?|?|2011-02-13|?|?|206|2|3|3|4|2|1|2|134|874 days ago
12238|emiliocarril615|Public|1994-01-01|Not Specified|?|?|2011-08-10|?|?|222|2|0|0|0|1|0|0|131|719 days ago
12239|salehshah|Public|1987-06-03|Male|?|?|2010-05-25|?|?|22|0|0|0|0|1|0|0|100|1088 days ago
12240|Kirkwarwick7|Public|1990-07-10|Not Specified|?|?|2010-09-06|?|?|267|3|3|11|0|1|0|0|157|989 days ago
12241|wrightzeke|Public|?|Male|?|?|2011-04-26|?|?|603|17|1|22|15|1|0|1|381|196 days ago
12242|bigtitts101|Public|1996-06-27|Not Specified|?|?|2011-09-03|?|?|66|1|0|2|2|1|0|1|116|715 days ago
12243|jesiahlb|Public|1995-11-02|Male|?|?|2011-08-18|?|?|1|0|0|0|0|1|0|0|100|727 days ago
12244|Puertorock2698|Public|1968-02-28|Male|?|?|2008-05-27|?|?|505|7|2|2|0|1|0|0|105|1597 days ago
12245|bradb123|Public|1988-05-02|Not Specified|?|?|2011-06-24|?|?|740|17|1|19|40|1|0|1|382|634 days ago
12246|johnlurrrr|Public|1990-09-19|Male|?|?|2011-06-28|?|?|4536|15|4|19|1|2|6|3|362|628 days ago
12247|taylerkristine|Public|?|Female|?|?|2011-04-27|?|?|332|15|2|17|35|2|0|4|349|634 days ago
12248|mydirtyhobbycom|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12249|damianwolf|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12250|quincybuj|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12251|CalifornianEmo|Public|1992-05-31|Female|?|?|2010-06-23|?|English|85|1|1|3|0|1|1|1|120|1049 days ago
12252|DeadlyDuo|Public|?|Female|?|?|2011-05-21|?|?|70|0|3|0|0|1|1|0|108|766 days ago
12253|tianakeezer|Public|?|Female|aitkin|Single|2010-05-02|?|engulish|14|0|0|0|0|1|0|0|101|1101 days ago
12254|Batmanman|Public|1998-11-10|Male|?|?|2012-07-16|?|english|15|0|0|0|0|1|1|0|100|461 days ago
12255|Unic0rnsandrainb0ws|Public|1998-04-28|Female|?|?|2012-07-14|?|?|10|0|0|0|0|1|0|0|100|463 days ago
12256|lookingfortherealme|Public|?|Female|?|Prefer Not To Say|2012-07-17|?|english,some spanish,a little french.and tagalo|13|1|0|0|0|2|1|0|115|462 days ago
12257|07dmccutcheon|Public|1989-03-20|Not Specified|?|?|2011-12-01|?|?|920|23|8|34|0|2|0|1|489|511 days ago
12258|kodyparks|Public|?|Male|?|?|2011-11-26|?|?|2937|15|0|17|0|1|0|1|341|512 days ago
12259|levisonz|Public|?|Male|harare|?|2011-05-23|?|?|11|0|0|0|0|1|0|0|111|601 days ago
12260|marycbulich|Public|1988-11-23|Female|granite bay|?|2011-09-28|?|?|1243|15|3|29|1|4|0|3|348|512 days ago
12261|bsitchareta|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12262|JaipongTenzin|Public|1984-01-01|Male|?|Married|2012-04-01|Teacher|?|177|2|0|0|0|1|0|0|133|534 days ago
12263|watchlaneygo|Public|?|Female|?|?|2012-02-15|Amazing Kid!|?|860|9|16|35|14|2|0|3|276|423 days ago
12264|DarkElite|Public|1995-06-11|Male|?|?|2012-03-10|?|?|41|0|2|0|2|1|0|0|103|558 days ago
12265|alexxxmac13|Public|?|Female|?|?|2011-10-10|?|?|7|0|2|0|0|1|0|0|105|664 days ago
12266|travisrichards|Public|?|Male|Chico|?|2011-06-24|?|English|1372|17|0|18|14|3|0|1|376|635 days ago
12267|ChristinaVelazquez|Public|1994-07-22|Female|?|?|2011-10-05|?|?|11|1|0|0|1|1|0|0|117|651 days ago
12268|crazyforcandy|Public|?|Not Specified|?|?|2012-01-14|?|English|645|3|3|39|6|1|0|1|150|588 days ago
12269|TerraNicole|Public|1988-04-13|Not Specified|?|?|2011-07-01|?|?|219|15|0|14|7|2|0|2|348|632 days ago
12270|freaksneedloveto|Public|?|Female|?|?|2012-06-25|?|?|1|0|0|0|1|1|1|0|101|476 days ago
12271|zoueylovesyou|Public|1996-06-12|Not Specified|?|Prefer Not To Say|2011-08-07|?|English and Ukranian|32|0|0|0|0|1|0|2|101|726 days ago
12272|kelseymichelle|Public|1999-04-04|Female|?|?|2012-05-11|?|english|85|1|0|2|2|2|0|1|117|509 days ago
12273|poetrysavesme|Public|?|Female|River Grove|Single|2012-06-04|?|English|506|3|0|2|3|1|0|0|148|473 days ago
12274|rombonia|Public|1988-06-14|Not Specified|?|?|2012-05-09|?|?|8|0|0|0|0|1|0|1|101|516 days ago
12275|scaRpwned|Public|?|Male|?|?|2012-02-20|?|?|2|0|0|0|0|1|0|0|100|580 days ago
12276|hislittlelove|Public|?|Not Specified|?|?|2011-06-30|?|?|375|3|1|7|2|1|0|2|152|701 days ago
12277|ilsethoughts|Public|?|Female|?|?|2012-07-11|?|?|47|1|0|0|4|2|0|0|124|460 days ago
12278|GilbertisAwesome|Public|1991-01-18|Male|?|?|2011-10-04|?|German and English|120|1|2|5|1|1|0|0|119|688 days ago
12279|williamknorr|Public|1990-06-07|Male|?|?|2011-06-30|?|?|1326|14|1|17|22|1|0|1|329|635 days ago
12280|wissellijsten|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12281|katietron|Public|?|Female|?|?|2011-08-04|Sales Assistant|English|1187|4|4|7|1|1|1|0|184|616 days ago
12282|hannahgoesrawr|Public|1996-10-19|Not Specified|?|?|2012-03-09|?|?|24|0|1|0|8|1|1|2|102|565 days ago
12283|prepstar45|Public|?|Female|?|In A Relationship|2011-09-25|tha neighborhood hoe,(:|?|623|8|0|3|1|1|0|1|224|686 days ago
12284|elias71gr|Public|1971-09-23|Male|Piraeus|?|2012-02-15|?|English, Greek|31|2|0|0|1|1|5|0|133|565 days ago
12285|mattdooley|Public|?|Not Specified|?|?|2011-09-01|?|?|24|0|0|0|0|1|0|0|106|697 days ago
12286|imanAbstract|Public|1993-07-21|Not Specified|?|?|2012-07-14|?|?|4|0|0|0|3|1|0|0|102|459 days ago
12287|cjhopbasketmaker|Public|1944-10-24|Female|?|?|2007-06-21|?|?|762|0|2|0|0|1|0|0|0|1943 days ago
12288|chelseab|Public|1992-03-15|Female|Tomahawk|Not Interested|2007-11-12|?|?|347|1|1|0|2|5|0|0|15|1825 days ago
12289|jharlam|Public|1968-10-09|Male|?|Divorced|2007-11-13|?|English. Spanish|487|3|2|2|4|1|0|0|46|1456 days ago
12290|apples4me|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12291|bradleykate|Public|1951-11-05|Female|?|?|2007-05-28|?|?|3879|22|0|8|0|4|0|0|330|1934 days ago
12292|ashleyaa|Public|1987-07-05|Female|?|?|2008-02-01|?|?|3292|22|12|25|67|4|2|0|330|1675 days ago
12293|ddolan|Public|1974-03-07|Female|Lakewood|Not Interested|2007-05-29|?|?|3601|24|3|10|1|7|0|0|360|1924 days ago
12294|AnnaAguilar|Public|1987-08-17|Female|?|?|2008-02-01|?|?|3514|19|1|21|6|6|0|2|287|1507 days ago
12295|debbier|Public|1959-01-16|Female|?|?|2007-05-27|?|?|3106|16|0|7|0|5|0|0|240|1933 days ago
12296|lotascales|Public|1967-05-03|Female|Colorado Springs|Not Interested|2007-05-28|?|?|3241|23|6|6|3|11|0|0|345|1941 days ago
12297|klessadelic|Public|1962-05-28|Male|Boulder|Not Interested|2007-05-29|?|?|3643|25|0|7|0|4|0|0|375|1938 days ago
12298|lorilou|Public|1959-07-05|Female|Littleton|Married|2007-05-27|Other|?|4666|23|10|12|0|5|0|0|345|1886 days ago
12299|mverti|Public|1982-06-25|Female|Denver|In A Relationship|2007-05-28|Education|?|3209|20|5|12|0|6|0|0|300|1783 days ago
12300|jgeorgitis|Public|1972-11-07|Male|Boulder|Married|2007-05-30|?|?|2670|20|2|7|0|6|0|0|300|1916 days ago
12301|Crashley|Public|1987-07-19|Female|?|?|2008-02-03|?|?|1161|0|0|0|0|7|0|2|0|1599 days ago
12302|boneil|Public|1986-10-19|Male|?|?|2008-02-05|?|?|2872|17|0|17|0|2|1|0|255|1677 days ago
12303|cwilson|Public|1983-12-13|Male|?|?|2008-02-10|?|?|1532|16|4|20|6|11|1|1|240|1671 days ago
12304|DanielleC|Public|1987-05-28|Female|?|?|2008-02-02|?|?|3316|16|4|21|1|13|1|0|240|1664 days ago
12305|DustinRothwell|Public|1985-03-26|Male|?|?|2008-02-04|?|?|6321|21|2|28|0|7|1|2|315|1674 days ago
12306|susan64|Public|1964-10-21|Female|Colorado Springs|Married|2007-05-29|?|?|12427|14|3|15|1|6|0|0|210|1944 days ago
12307|EdmondDantes|Public|1986-08-12|Male|?|?|2008-01-31|?|?|3826|17|7|18|23|10|0|0|255|1624 days ago
12308|teacher|Public|1989-04-20|Female|Broomfield|Not Interested|2007-04-20|Education|?|724|2|0|0|0|1|0|0|30|1990 days ago
12309|JessicaWatkins|Public|1984-04-28|Female|?|?|2008-01-31|?|?|2301|17|0|18|0|3|4|0|255|1675 days ago
12310|MikeHilscher|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12311|KenLuyster|Public|1983-09-08|Male|?|?|2008-01-31|?|?|11237|26|3|29|0|14|3|1|390|1635 days ago
12312|MarkReilly|Public|1983-09-06|Male|?|?|2008-02-03|?|?|1054|8|1|16|4|5|1|1|120|1682 days ago
12313|mikejew|Public|1987-06-05|Male|?|?|2008-02-04|?|?|5025|22|2|26|0|5|1|0|330|1666 days ago
12314|yoda70|Public|1970-01-29|Male|miami|Single|2007-02-05|Information Technolo|?|502|3|1|3|0|1|0|0|45|2044 days ago
12315|tormesser|Public|1987-08-18|Male|?|single|2008-01-31|?|?|2605|19|2|22|1|14|0|2|285|1592 days ago
12316|carley222|Public|1959-01-16|Female|?|?|2008-06-03|?|?|262|1|0|0|0|1|0|0|15|1665 days ago
12317|bbartram|Public|1987-04-29|Female|?|?|2008-08-27|?|?|1459|17|2|18|1|2|1|0|261|1506 days ago
12318|alexandreawildcat|Public|1990-11-14|Female|Burlington|?|2005-10-03|?|?|1609|3|18|5|22|3|0|0|45|2254 days ago
12319|hillrunner|Public|1949-05-10|Male|London|Married|2006-10-23|?|?|4141|13|5|20|3|1|0|1|195|1792 days ago
12320|peterj|Public|1944-09-21|Male|Brighton|Single|2007-02-07|?|?|2641|11|5|12|0|1|2|0|165|1898 days ago
12321|RoseMuller|Public|1960-11-05|Female|?|?|2008-09-01|?|?|118|0|1|0|0|1|0|0|0|1591 days ago
12322|knowyourdog|Public|1983-08-24|Female|?|?|2009-07-01|?|English|1435|4|0|4|2|1|0|1|167|1329 days ago
12323|dragonfire939|Public|1993-04-13|Male|?|?|2007-03-12|?|?|241|1|0|0|0|1|0|0|15|2021 days ago
12324|drphiliam|Public|1968-09-10|Male|?|?|2006-06-19|?|?|1624|4|16|7|0|5|0|0|60|2035 days ago
12325|danemerai|Public|1988-06-28|Female|Woodstock|?|2006-02-16|Other|?|5656|45|95|92|3|6|0|1|675|1974 days ago
12326|Elsbet|Public|1990-03-02|Female|?|?|2008-06-17|?|?|103|1|0|0|1|1|0|0|15|1654 days ago
12327|MommyWendorff|Public|1982-06-13|Female|?|?|2008-09-03|?|?|79|0|1|0|0|1|1|0|0|1592 days ago
12328|deadpoetry|Public|1988-11-19|Female|?|?|2006-08-15|?|?|1118|11|2|3|0|2|0|0|165|2185 days ago
12329|makouvex|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12330|joliesstory|Public|1988-05-28|Female|Somewhere|?|2006-02-19|?|?|910|4|2|4|0|3|0|0|60|2327 days ago
12331|kate1013|Public|1993-06-24|Female|Fredericton Junction|?|2006-07-27|?|?|371|2|4|9|7|2|1|0|30|2204 days ago
12332|kodaccandice|Public|1991-07-27|Female|woodstock|?|2006-03-03|?|?|402|1|0|2|0|3|0|0|15|2005 days ago
12333|maninlove|Public|1991-07-06|Male|singapore|?|2006-06-20|Education|?|840|6|2|2|1|1|1|0|90|1917 days ago
12334|myimagination|Public|1989-09-29|Female|Roma|Single|2007-01-20|?|?|811|3|10|15|0|2|0|0|45|1935 days ago
12335|ohemgeeitzshel|Public|1992-02-03|Female|Drama Town|Not Interested|2006-06-03|Entertainment|?|774|4|12|11|1|3|0|1|60|1975 days ago
12336|somebodyshero|Public|1989-09-11|Female|my town|?|2006-03-22|?|?|3613|15|46|45|0|7|0|1|225|2211 days ago
12337|weirdandgifted07|Public|1988-07-15|Male|Bluffton|?|2006-03-29|?|?|1732|8|0|4|1|3|0|0|120|2271 days ago
12338|xviolentxredx|Public|1991-05-30|Female|?|?|2006-10-08|?|?|1422|9|2|3|0|1|0|0|135|2143 days ago
12339|mortgagerefinance|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12340|pinktutu|Public|1983-03-10|Male|Tokyo|Not Interested|2006-11-26|?|?|1015|2|2|3|5|1|0|0|30|2032 days ago
12341|jordan32404|Public|1989-01-26|Male|Lexington|In A Relationship|2009-01-23|Bookseller|English and Spanish|1225|10|0|5|3|1|0|0|291|1453 days ago
12342|clarendonhills|Public|1941-10-27|Male|?|?|2008-09-02|?|?|253|0|2|0|0|1|0|0|0|1587 days ago
12343|bharrington6|Public|1984-07-17|Male|?|Not Specified|2008-09-02|?|?|1838|18|10|20|0|3|0|1|283|1504 days ago
12344|syed34741|Public|1960-07-24|Male|?|?|2008-11-16|?|?|678|2|1|0|1|1|0|0|30|1530 days ago
12345|liquidkaraoke|Public|1977-07-19|Female|?|?|2007-10-04|?|?|341|2|2|1|0|1|0|0|30|1536 days ago
12346|shahzaducp|Public|1983-01-01|Male|?|?|2008-08-19|?|?|140|0|0|0|0|1|0|0|0|1604 days ago
12347|ryann9|Public|1989-08-07|Female|?|?|2006-10-10|?|?|337|1|0|2|2|2|0|0|15|2147 days ago
12348|gregsteele|Public|1942-05-22|Male|?|?|2008-09-01|?|?|284|0|0|0|0|1|0|0|0|1593 days ago
12349|thisworld|Public|1982-11-01|Male|?|?|2008-08-28|?|?|1593|12|2|5|0|2|0|1|180|1534 days ago
12350|khurram4smile|Public|1985-08-26|Male|izzlamabd|Prefer Not To Say|2007-09-23|Business|?|550|1|0|1|0|4|0|0|15|1771 days ago
12351|fantapantsprice|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12352|umairz|Public|1983-02-02|Female|punjab|Single|2007-10-25|?|?|449|1|0|0|5|3|0|0|15|1819 days ago
12353|tasaddaq|Public|1986-04-26|Male|islamabad|Not Interested|2007-10-29|?|?|296|0|0|0|1|2|0|1|0|1578 days ago
12354|tahir-mirza01|Public|1985-01-29|Male|?|?|2008-02-12|?|?|266|0|0|0|1|2|0|0|0|1670 days ago
12355|xXsimpleplanfanXx|Public|?|Female|?|Prefer Not To Say|2009-06-13|?|English|72|1|0|2|11|2|3|0|155|1337 days ago
12356|mckaylahope|Public|?|Female|?|Single|2008-11-30|?|English|731|2|1|0|6|1|0|0|196|1340 days ago
12357|laurie|Public|1950-12-05|Female|Topeka|Married|2006-08-10|?|?|1887|7|0|2|27|1|0|0|105|1759 days ago
12358|dedhipoenya|Public|1988-07-14|Male|Indonesia|Single|2009-03-24|?|Indonesia|7205|8|1|0|8|2|0|0|292|1398 days ago
12359|sewsnugcreations|Public|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12360|supermommy779|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12361|bbotelho|Public|1986-07-21|Male|?|?|2007-08-30|?|?|2232|16|0|24|0|10|0|1|240|1799 days ago
12362|hannaheller|Public|1975-11-21|Male|Evanston|Married|2005-06-18|Information Technolo|?|4293|21|10|12|12|1|1|0|315|1882 days ago
12363|figgysgirl|Public|1986-07-09|Female|Chico|Married|2007-08-30|?|?|2191|16|6|31|0|8|0|0|240|1799 days ago
12364|bwatson|Public|1985-11-23|Male|?|?|2007-09-05|?|?|2873|17|0|20|1|8|0|0|255|1787 days ago
12365|asarobinson|Public|1988-08-14|Male|?|?|2007-09-04|?|?|2779|19|16|29|0|6|1|0|286|1219 days ago
12366|cowgirl87|Public|1987-02-14|Female|?|?|2007-08-31|?|?|1841|16|2|28|0|9|0|1|240|1800 days ago
12367|gvsilly|Public|1978-05-23|Female|Grass Valley|Not Interested|2007-08-29|?|?|1786|5|4|11|1|5|0|0|75|1794 days ago
12368|garyday|Public|1986-06-23|Male|Chico|Not Interested|2007-09-05|?|?|2351|10|1|11|0|7|0|0|150|1766 days ago
12369|joshuahammon|Public|1983-12-20|Male|?|?|2009-12-06|?|?|2250|4|0|2|0|1|1|1|197|1183 days ago
12370|jbauman|Public|1987-10-28|Female|Chico|Not Interested|2007-09-05|?|?|2146|16|5|21|0|6|0|0|240|1795 days ago
12371|kimjim123|Public|1979-09-01|Female|jonesboro|?|2009-04-11|?|english|654|1|0|1|1|1|0|0|145|1415 days ago
12372|jvanbuskirk|Public|1983-08-25|Male|?|?|2007-09-06|?|?|2850|14|1|33|0|11|0|1|210|1788 days ago
12373|jwilson|Public|1984-04-04|Male|Gridley|Not Interested|2007-08-30|Manufacturing|?|3107|17|0|29|0|10|0|0|255|1799 days ago
12374|luminousspark|Public|1986-06-28|Male|Oroville|Not Interested|2007-08-30|?|?|1230|0|4|0|0|13|9|0|0|1587 days ago
12375|lkaiser|Public|1986-12-30|Female|Chico|Not Interested|2007-08-30|?|?|2090|18|12|23|0|13|0|0|270|1684 days ago
12376|miles2115|Public|1986-08-05|Male|Chico|In A Relationship|2007-09-07|?|?|1652|10|0|8|0|11|0|0|150|1799 days ago
12377|meticulous|Public|1986-09-20|Male|?|?|2007-08-30|?|?|2571|18|0|18|0|10|1|0|270|1801 days ago
12378|milton|Public|1948-09-21|Male|Chico|Not Interested|2007-08-30|?|?|149|1|0|1|0|2|0|0|15|1888 days ago
12379|mynameisjonas|Public|1979-08-05|Male|Chico|Not Interested|2007-09-04|Education|?|2642|13|4|28|0|14|1|0|197|1064 days ago
12380|mrandy5000|Public|1985-08-24|Male|?|?|2007-08-30|?|?|2621|15|6|19|0|4|0|0|225|1799 days ago
12381|mnelson33|Public|1986-05-28|Male|Chico|Not Interested|2007-09-12|?|?|1810|16|4|21|0|15|6|0|240|1799 days ago
12382|scrane|Public|1985-10-16|Male|?|?|2007-08-30|?|?|1300|0|13|0|0|20|0|2|0|1589 days ago
12383|takuo51|Public|1987-01-19|Male|Chico|Not Interested|2007-08-31|?|?|2771|16|0|20|0|5|4|0|243|1153 days ago
12384|taquino|Public|1986-03-05|Male|?|?|2007-08-30|?|?|2068|14|4|23|0|8|1|1|210|1592 days ago
12385|rlhutton|Public|1908-04-01|Male|timbuctoo|Not Interested|2007-08-31|Warehouse|?|5221|17|5|35|1|9|2|1|255|1655 days ago
12386|spudworth|Public|1983-08-31|Male|?|?|2007-08-30|?|?|2532|15|1|20|0|3|4|0|225|1784 days ago
12387|sarahv|Public|1986-10-20|Female|Chico|Married|2007-08-30|Management|?|1860|12|2|12|0|5|4|0|180|1798 days ago
12388|therobles|Public|1983-08-20|Female|Chico|Not Interested|2007-08-30|?|?|1848|14|0|15|0|2|0|1|210|1798 days ago
12389|taytay428|Public|1987-04-28|Female|Westlake Village|Not Interested|2007-08-28|?|?|3401|19|20|26|0|8|1|0|285|1576 days ago
12390|thomasg|Public|1986-07-17|Male|?|?|2007-09-11|?|?|588|4|0|4|0|5|0|0|60|1840 days ago
12391|wpatten|Public|1981-04-03|Male|Chico|Single|2007-08-30|Construction|?|1396|16|0|18|0|2|0|0|240|1798 days ago
12392|trentju|Public|1985-12-10|Male|?|?|2007-08-30|?|?|547|2|0|2|0|4|0|1|30|1869 days ago
12393|sims3paparazzi|Public|1993-12-06|Female|?|?|2009-10-25|?|?|533|10|1|1|35|2|0|0|257|1236 days ago
12394|EmberLynn|Public|1995-09-08|Female|?|Single|2009-11-04|?|?|60|2|2|4|0|1|0|0|137|1246 days ago
12395|arachie0930|Public|1989-09-30|Not Specified|?|?|2011-10-12|?|?|17|2|0|0|0|2|0|0|133|673 days ago
12396|newviewonlife|Public|1960-03-14|Male|Gods Country|Not Interested|2007-06-28|Research|?|4002|25|21|28|0|2|0|0|421|682 days ago
12397|pinkstardust|Public|1982-12-05|Female|Singapore|Single|2006-11-18|Information Technolo|?|1162|0|27|0|0|2|0|0|43|1081 days ago
12398|kirayne|Public|1983-12-08|Female|?|?|2005-03-25|?|?|3210|4|98|5|0|1|1|0|60|1856 days ago
12399|75757575|Public|?|Female|Ginowan|?|2009-10-25|?|?|981|4|1|2|0|5|0|0|169|1239 days ago
12400|ayanoo|Private|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12401|ayakaossie|Public|1990-02-07|Not Specified|?|?|2012-10-14|?|?|33|1|0|0|0|4|0|0|116|376 days ago
12402|karhey|Public|1980-04-19|Male|?|?|2007-04-10|?|?|1343|1|2|0|0|2|0|0|15|1633 days ago
12403|c59yukky|Public|1985-06-05|Female|Japan|Not Interested|2006-10-22|?|?|2672|15|12|22|1|11|0|1|225|2056 days ago
12404|c15aaasaaa|Public|1985-11-12|Female|Ginowan|Not Interested|2006-11-05|?|?|1994|10|13|13|0|6|0|0|150|2057 days ago
12405|chie22|Public|1984-04-22|Female|Okinawa|Not Interested|2006-11-05|?|?|1935|16|7|8|0|4|0|0|240|2057 days ago
12406|chikapai|Public|1985-06-13|Female|?|?|2006-11-05|?|?|1983|19|2|11|0|7|0|0|285|2056 days ago
12407|b17chiharu|Public|1987-04-22|Female|UrumaCity|Single|2009-10-25|?|japanese|82|1|1|1|0|5|0|0|118|1256 days ago
12408|ayumima|Public|1985-05-25|Female|Ginowan|Single|2006-11-05|?|?|2161|10|9|13|0|6|0|0|150|2056 days ago
12409|chiyokouema|Public|1990-03-30|Not Specified|?|?|2012-10-14|?|?|22|1|0|0|0|4|0|0|115|390 days ago
12410|d04shoko|Public|?|Female|?|?|2011-10-12|?|?|27|3|0|0|0|4|0|0|150|586 days ago
12411|d16maito|Public|?|Female|?|?|2011-10-12|?|?|16|0|0|0|0|1|0|0|102|675 days ago
12412|d30ayako|Public|1989-05-16|Not Specified|?|?|2011-10-12|?|?|104|4|0|0|1|4|0|0|166|603 days ago
12413|d26reiko|Public|?|Female|?|?|2011-10-21|?|Englsih|129|4|6|21|3|3|0|0|168|639 days ago
12414|d56rin|Public|1982-10-30|Male|Naha|Not Interested|2006-10-29|?|?|1226|10|3|9|0|5|0|1|150|2056 days ago
12415|emi1120|Public|1985-11-20|Female|Urasoe|Single|2006-11-05|?|?|1621|13|14|15|0|10|0|0|195|2057 days ago
12416|erikaa|Public|1984-09-29|Female|Ginowan|Not Interested|2006-11-05|?|?|992|8|1|5|0|3|0|0|120|2056 days ago
12417|daniel1028|Public|1983-10-28|Male|Vancouver|Not Interested|2006-10-18|?|?|2811|17|5|10|0|3|0|0|255|1962 days ago
12418|emirichibana|Public|1989-09-24|Not Specified|?|?|2011-10-12|?|?|24|0|0|0|0|5|0|0|105|670 days ago
12419|erikateruya|Public|1984-07-18|Female|Okinawa|Not Interested|2006-11-05|?|?|2363|22|4|12|0|4|0|0|330|2058 days ago
12420|f09misaki|Public|1991-05-06|Female|?|?|2012-10-14|?|English&Japanese;|33|1|0|0|0|2|0|0|121|366 days ago
12421|ericeric|Public|1986-01-12|Female|nakagusuku|Single|2006-11-05|?|?|1118|7|0|4|0|2|0|0|105|2059 days ago
12422|g02kazuyo|Public|1991-09-09|Female|?|?|2013-10-13|?|?|31|1|0|0|0|1|0|0|117|88 days ago
12423|f17mikiii|Public|1990-05-07|Not Specified|?|?|2012-10-14|?|?|9|0|0|0|0|3|0|0|102|382 days ago
12424|f10yui-murakami|Public|1991-04-08|Female|?|?|2012-10-14|?|?|9|1|0|0|0|1|0|0|118|379 days ago
12425|hideko|Community|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?|?
12426|ganmodoki|Public|?|Male|?|?|2009-10-25|?|?|158|3|0|6|0|4|0|0|147|1247 days ago
12427|girlsgeneration|Public|1986-07-26|Male|?|?|2009-10-25|?|?|244|3|9|8|0|6|0|0|167|1200 days ago
12428|hidemi|Public|1985-04-28|Female|?|?|2006-11-05|?|?|1975|10|8|8|0|5|0|0|150|2096 days ago
12429|hidetakakinjo|Public|1986-05-23|Male|?|Single|2009-10-25|?|japanese|89|1|1|0|0|3|0|0|120|1224 days ago
12430|hitomi|Public|1983-01-29|Female|?|?|2006-11-05|?|?|546|2|3|2|0|6|0|0|30|2124 days ago
12431|go-ya329|Public|1986-07-08|Not Specified|?|?|2009-10-25|?|?|253|3|12|10|0|10|0|0|168|1222 days ago
12432|hitomin|Public|1984-09-05|Female|Uruma|Not Interested|2006-10-18|?|?|2211|9|27|30|0|8|0|0|135|1888 days ago
12433|ichiko|Public|1985-07-03|Female|Naha City|Not Interested|2006-11-05|?|?|1685|10|9|13|0|6|0|0|150|2056 days ago
12434|kousuke|Public|1984-12-08|Male|?|?|2006-11-08|?|?|1085|12|1|5|0|1|0|0|180|2057 days ago
12435|kanaekyan|Public|1987-08-12|Female|Yaese|In A Relationship|2009-10-25|?|Japanese/English|722|3|0|2|0|3|0|0|151|1247 days ago
12436|isamidragon|Public|1985-05-04|Female|Okinawa|Not Interested|2006-11-05|?|?|1434|10|1|5|0|1|0|0|150|2059 days ago
12437|mioriboo|Public|1985-08-23|Female|?|?|2006-11-05|?|?|1194|10|7|10|0|1|0|0|150|2056 days ago
12438|manamickey|Public|1991-08-24|Female|?|?|2012-10-14|?|?|16|2|0|0|0|6|0|0|134|337 days ago
12439|momoko|Public|1985-03-04|Female|Naha|Not Interested|2006-11-05|Accounting|?|1981|11|7|11|0|8|0|0|165|2056 days ago
12440|rica09|Public|1985-10-09|Female|Naha|Not Interested|2006-11-05|?|?|2693|15|41|56|0|13|0|1|225|2056 days ago
12441|natsuki|Public|1985-02-05|Female|naha|Not Interested|2006-11-05|?|?|1499|9|9|11|0|7|0|0|135|1766 days ago
12442|sayuri|Public|1985-09-20|Female|?|?|2006-11-05|?|?|1216|12|5|8|0|2|0|0|180|2057 days ago
12443|shuzo1991|Public|1991-02-08|Male|?|?|2012-10-14|?|?|19|2|0|0|0|5|0|0|133|337 days ago
12444|sumomo|Public|1985-10-21|Female|?|?|2006-11-05|?|?|4114|23|6|7|0|1|0|0|345|2044 days ago
